id,jornada,local,visitante,goles_local,goles_visitante,goleadores,asistencias,penaltis,alineacion_local,alineacion_visitante,amarillas,rojas,suspension_5_amarillas,lesiones,tarjetas_staff
356,36,Brentford,Aston Villa,4,2,Jugador163;Jugador229;Jugador355;Jugador124;Jugador344;Jugador30,Jugador290;Jugador300;Jugador17;Jugador144;Jugador354,,"Jugador240,Jugador262,Jugador86,Jugador294,Jugador190,Jugador100,Jugador39,Jugador371,Jugador16,Jugador311,Jugador360","Jugador199,Jugador299,Jugador181,Jugador315,Jugador176,Jugador230,Jugador391,Jugador350,Jugador258,Jugador242,Jugador58",Jugador210;Jugador257;Jugador380;Jugador325,Jugador316,,,
357,36,Sheffield United,Tottenham,1,3,Jugador292;Jugador85;Jugador181;Jugador86,Jugador313;Jugador71;Jugador320,,"Jugador370,Jugador127,Jugador42,Jugador26,Jugador177,Jugador282,Jugador97,Jugador345,Jugador140,Jugador141,Jugador291","Jugador255,Jugador328,Jugador47,Jugador246,Jugador132,Jugador91,Jugador346,Jugador68,Jugador292,Jugador159,Jugador294",,,,,
358,36,Nottingham Forest,Arsenal,2,1,Jugador85;Jugador371;Jugador43,Jugador365;Jugador25,Jugador85 (penalti),"Jugador149,Jugador44,Jugador253,Jugador127,Jugador179,Jugador252,Jugador154,Jugador351,Jugador86,Jugador226,Jugador123","Jugador65,Jugador188,Jugador309,Jugador123,Jugador87,Jugador121,Jugador48,Jugador36,Jugador307,Jugador316,Jugador7",Jugador189;Jugador171;Jugador212;Jugador95;Jugador368;Jugador232,Jugador86,,,
359,36,Fulham,Chelsea,3,0,Jugador66;Jugador139;Jugador39,Jugador275;Jugador67,,"Jugador29,Jugador213,Jugador282,Jugador7,Jugador95,Jugador104,Jugador197,Jugador293,Jugador219,Jugador295,Jugador155","Jugador67,Jugador171,Jugador174,Jugador263,Jugador318,Jugador55,Jugador165,Jugador384,Jugador243,Jugador164,Jugador131",Jugador220;Jugador360;Jugador239,Jugador248,,,
360,36,Manchester United,Crystal Palace,0,2,Jugador27;Jugador162,Jugador102,,"Jugador348,Jugador148,Jugador222,Jugador209,Jugador142,Jugador281,Jugador214,Jugador4,Jugador293,Jugador49,Jugador40","Jugador183,Jugador156,Jugador218,Jugador13,Jugador244,Jugador349,Jugador161,Jugador28,Jugador153,Jugador172,Jugador80",Jugador205;Jugador322;Jugador268,Jugador44;Jugador159,,Jugador56 (lesión),
361,37,Manchester United,Liverpool,1,3,Jugador242;Jugador328;Jugador391;Jugador374,Jugador115;Jugador180;Jugador372,,"Jugador394,Jugador82,Jugador385,Jugador395,Jugador106,Jugador271,Jugador196,Jugador161,Jugador99,Jugador173,Jugador6","Jugador182,Jugador367,Jugador21,Jugador94,Jugador330,Jugador289,Jugador394,Jugador222,Jugador349,Jugador141,Jugador238",,Jugador126;Jugador368,,,
362,37,Arsenal,Chelsea,2,4,Jugador354;Jugador120;Jugador346;Jugador218;Jugador119;Jugador42,Jugador313;Jugador75;Jugador213;Jugador238;Jugador94,,"Jugador99,Jugador373,Jugador214,Jugador124,Jugador149,Jugador110,Jugador219,Jugador1,Jugador167,Jugador258,Jugador187","Jugador197,Jugador249,Jugador195,Jugador377,Jugador330,Jugador234,Jugador62,Jugador88,Jugador393,Jugador25,Jugador222",,Jugador133,,Jugador206 (lesión),
363,37,Burnley,West Ham,3,1,Jugador230;Jugador349;Jugador251;Jugador220,Jugador9;Jugador272;Jugador347,,"Jugador204,Jugador65,Jugador17,Jugador357,Jugador233,Jugador16,Jugador386,Jugador25,Jugador150,Jugador180,Jugador348","Jugador186,Jugador325,Jugador248,Jugador195,Jugador91,Jugador18,Jugador182,Jugador119,Jugador292,Jugador16,Jugador305",Jugador199;Jugador109;Jugador23,Jugador103,,,
364,37,Bournemouth,Newcastle,1,0,Jugador296,,,"Jugador241,Jugador217,Jugador38,Jugador133,Jugador61,Jugador8,Jugador127,Jugador183,Jugador386,Jugador288,Jugador336","Jugador2,Jugador53,Jugador348,Jugador299,Jugador84,Jugador394,Jugador3,Jugador141,Jugador364,Jugador65,Jugador252",Jugador397;Jugador124,Jugador76,,,
365,37,Sheffield United,Crystal Palace,1,3,Jugador140;Jugador332;Jugador116;Jugador321,Jugador106;Jugador351;Jugador223,,"Jugador112,Jugador399,Jugador70,Jugador244,Jugador282,Jugador89,Jugador167,Jugador125,Jugador260,Jugador153,Jugador46","Jugador29,Jugador60,Jugador120,Jugador104,Jugador300,Jugador364,Jugador109,Jugador361,Jugador237,Jugador276,Jugador177",Jugador297;Jugador243;Jugador244;Jugador48,,,,
366,37,Aston Villa,Tottenham,3,0,Jugador374;Jugador371;Jugador134,Jugador50;Jugador145,,"Jugador278,Jugador220,Jugador346,Jugador342,Jugador273,Jugador381,Jugador207,Jugador78,Jugador150,Jugador160,Jugador138","Jugador340,Jugador400,Jugador353,Jugador219,Jugador277,Jugador290,Jugador247,Jugador136,Jugador336,Jugador395,Jugador258",Jugador127;Jugador30;Jugador248;Jugador299;Jugador150,,,,
367,37,Fulham,Luton Town,2,3,Jugador49;Jugador378;Jugador356;Jugador192;Jugador340,Jugador151;Jugador382;Jugador191;Jugador305,,"Jugador288,Jugador98,Jugador67,Jugador208,Jugador346,Jugador334,Jugador223,Jugador330,Jugador343,Jugador281,Jugador400","Jugador189,Jugador135,Jugador92,Jugador5,Jugador396,Jugador194,Jugador337,Jugador374,Jugador168,Jugador182,Jugador243",Jugador212,Jugador37,,,
368,37,Brentford,Brighton,1,1,Jugador203;Jugador111,Jugador150,,"Jugador273,Jugador111,Jugador73,Jugador258,Jugador153,Jugador157,Jugador223,Jugador57,Jugador125,Jugador167,Jugador333","Jugador19,Jugador225,Jugador130,Jugador299,Jugador209,Jugador35,Jugador126,Jugador69,Jugador36,Jugador31,Jugador44",Jugador338;Jugador252;Jugador365,Jugador390,,,
369,37,Everton,Nottingham Forest,3,2,Jugador209;Jugador380;Jugador36;Jugador362;Jugador346,Jugador302;Jugador211;Jugador89;Jugador70,,"Jugador266,Jugador125,Jugador11,Jugador111,Jugador331,Jugador213,Jugador170,Jugador294,Jugador393,Jugador119,Jugador46","Jugador312,Jugador53,Jugador273,Jugador199,Jugador396,Jugador305,Jugador191,Jugador399,Jugador350,Jugador384,Jugador259",,Jugador70;Jugador239,,Jugador135 (lesión),
370,37,Manchester City,Wolves,4,3,Jugador383;Jugador265;Jugador100;Jugador162;Jugador391;Jugador398;Jugador320,Jugador261;Jugador226;Jugador177;Jugador390;Jugador78;Jugador392,Jugador383 (penalti),"Jugador348,Jugador375,Jugador328,Jugador219,Jugador30,Jugador182,Jugador156,Jugador86,Jugador54,Jugador202,Jugador50","Jugador89,Jugador356,Jugador243,Jugador284,Jugador338,Jugador240,Jugador340,Jugador210,Jugador248,Jugador232,Jugador167",Jugador115,,Jugador115 (pierde próximo partido),,
371,38,West Ham,Bournemouth,4,1,Jugador11;Jugador381;Jugador53;Jugador77;Jugador297,Jugador55;Jugador294;Jugador94;Jugador246,,"Jugador122,Jugador296,Jugador5,Jugador86,Jugador329,Jugador109,Jugador395,Jugador278,Jugador119,Jugador263,Jugador368","Jugador348,Jugador200,Jugador80,Jugador342,Jugador252,Jugador238,Jugador211,Jugador338,Jugador56,Jugador98,Jugador123",Jugador43;Jugador310;Jugador282;Jugador397;Jugador105;Jugador194,,,,
372,38,Everton,Brighton,0,3,Jugador244;Jugador366;Jugador68,Jugador382;Jugador116,,"Jugador234,Jugador7,Jugador282,Jugador165,Jugador373,Jugador93,Jugador64,Jugador277,Jugador266,Jugador33,Jugador53","Jugador38,Jugador250,Jugador258,Jugador327,Jugador385,Jugador333,Jugador321,Jugador183,Jugador47,Jugador244,Jugador221",Jugador73;Jugador356;Jugador170;Jugador331;Jugador128,Jugador205;Jugador224,,,
373,38,Crystal Palace,Wolves,2,3,Jugador76;Jugador365;Jugador356;Jugador292;Jugador162,Jugador162;Jugador311;Jugador102;Jugador55,,"Jugador337,Jugador31,Jugador18,Jugador251,Jugador44,Jugador34,Jugador122,Jugador385,Jugador127,Jugador41,Jugador179","Jugador96,Jugador138,Jugador181,Jugador348,Jugador143,Jugador354,Jugador179,Jugador137,Jugador156,Jugador273,Jugador119",Jugador327;Jugador182;Jugador389,Jugador110;Jugador10,Jugador182 (pierde próximo partido),,
374,38,Brentford,Aston Villa,4,3,Jugador262;Jugador45;Jugador339;Jugador261;Jugador343;Jugador18;Jugador379,Jugador135;Jugador115;Jugador109;Jugador134;Jugador294;Jugador235,,"Jugador148,Jugador85,Jugador211,Jugador2,Jugador354,Jugador249,Jugador288,Jugador229,Jugador245,Jugador261,Jugador333","Jugador384,Jugador49,Jugador13,Jugador397,Jugador52,Jugador246,Jugador106,Jugador272,Jugador119,Jugador165,Jugador213",Jugador287,,,,Staff Aston Villa (amarilla)
375,38,Fulham,Tottenham,2,0,Jugador210;Jugador109,Jugador41,,"Jugador238,Jugador275,Jugador141,Jugador259,Jugador31,Jugador305,Jugador183,Jugador147,Jugador363,Jugador185,Jugador389","Jugador231,Jugador281,Jugador70,Jugador103,Jugador368,Jugador343,Jugador148,Jugador34,Jugador188,Jugador347,Jugador105",Jugador344;Jugador381;Jugador193,Jugador78,,,Staff Tottenham (amarilla)
376,38,Newcastle,Liverpool,1,1,Jugador152;Jugador141,Jugador212,,"Jugador291,Jugador39,Jugador354,Jugador121,Jugador12,Jugador394,Jugador250,Jugador137,Jugador92,Jugador19,Jugador305","Jugador232,Jugador179,Jugador347,Jugador270,Jugador192,Jugador127,Jugador4,Jugador200,Jugador22,Jugador136,Jugador135",Jugador256;Jugador225,Jugador32;Jugador371,,,
377,38,Nottingham Forest,Manchester City,2,3,Jugador270;Jugador337;Jugador261;Jugador175;Jugador344,Jugador117;Jugador58;Jugador92;Jugador34,Jugador270 (penalti),"Jugador315,Jugador52,Jugador124,Jugador206,Jugador111,Jugador71,Jugador100,Jugador349,Jugador300,Jugador91,Jugador372","Jugador83,Jugador174,Jugador96,Jugador28,Jugador123,Jugador395,Jugador194,Jugador162,Jugador148,Jugador397,Jugador13",Jugador80;Jugador203;Jugador286,,,,
378,38,Luton Town,Chelsea,1,4,Jugador384;Jugador141;Jugador309;Jugador74;Jugador183,Jugador13;Jugador5;Jugador8;Jugador2,,"Jugador352,Jugador124,Jugador116,Jugador55,Jugador234,Jugador369,Jugador74,Jugador334,Jugador128,Jugador319,Jugador111","Jugador40,Jugador338,Jugador67,Jugador87,Jugador266,Jugador5,Jugador220,Jugador7,Jugador88,Jugador181,Jugador354",Jugador112;Jugador219;Jugador165;Jugador284,Jugador209,,,
379,38,Sheffield United,Manchester United,3,4,Jugador205;Jugador20;Jugador397;Jugador368;Jugador382;Jugador379;Jugador235,Jugador377;Jugador286;Jugador116;Jugador232;Jugador341;Jugador241,,"Jugador60,Jugador229,Jugador53,Jugador69,Jugador50,Jugador157,Jugador304,Jugador300,Jugador88,Jugador217,Jugador166","Jugador26,Jugador243,Jugador38,Jugador185,Jugador186,Jugador206,Jugador330,Jugador331,Jugador172,Jugador165,Jugador281",Jugador376;Jugador227;Jugador15;Jugador299;Jugador29,,,,
380,38,Burnley,Arsenal,1,0,Jugador291,,Jugador291 (penalti),"Jugador9,Jugador84,Jugador93,Jugador207,Jugador38,Jugador325,Jugador193,Jugador184,Jugador337,Jugador197,Jugador266","Jugador256,Jugador66,Jugador342,Jugador290,Jugador21,Jugador226,Jugador104,Jugador144,Jugador379,Jugador348,Jugador368",Jugador175;Jugador114;Jugador308;Jugador260,,,,
